Temperature,Date,Country
75,9/1/2006,Kenya
79,10/1/2006,Kenya
78,11/1/2006,Kenya
78,12/1/2006,Kenya
79,1/1/2007,Kenya
80,2/1/2007,Kenya
79,3/1/2007,Kenya
79,4/1/2007,Kenya
78,5/1/2007,Kenya
75,6/1/2007,Kenya
73,7/1/2007,Kenya
75,8/1/2007,Kenya
76,9/1/2007,Kenya
78,10/1/2007,Kenya
76,11/1/2007,Kenya
78,12/1/2007,Kenya
79,1/1/2008,Kenya
81,2/1/2008,Kenya
79,3/1/2008,Kenya
78,4/1/2008,Kenya
76,5/1/2008,Kenya
75,6/1/2008,Kenya
74,7/1/2008,Kenya
76,8/1/2008,Kenya
77,9/1/2008,Kenya
78,10/1/2008,Kenya
76,11/1/2008,Kenya
76,12/1/2008,Kenya
78,1/1/2009,Kenya
80,2/1/2009,Kenya
81,3/1/2009,Kenya
80,4/1/2009,Kenya
78,5/1/2009,Kenya
76,6/1/2009,Kenya
75,7/1/2009,Kenya
77,8/1/2009,Kenya
77,9/1/2009,Kenya
78,10/1/2009,Kenya
78,11/1/2009,Kenya
80,12/1/2009,Kenya
79,1/1/2010,Kenya
80,2/1/2010,Kenya
81,3/1/2010,Kenya
80,4/1/2010,Kenya
77,5/1/2010,Kenya
75,6/1/2010,Kenya
74,7/1/2010,Kenya
75,8/1/2010,Kenya
76,9/1/2010,Kenya
78,10/1/2010,Kenya
77,11/1/2010,Kenya
79,12/1/2010,Kenya
79,1/1/2011,Kenya
79,2/1/2011,Kenya
80,3/1/2011,Kenya
81,4/1/2011,Kenya
78,5/1/2011,Kenya
76,6/1/2011,Kenya
75,7/1/2011,Kenya
75,8/1/2011,Kenya
77,9/1/2011,Kenya
77,10/1/2011,Kenya
77,11/1/2011,Kenya
77,12/1/2011,Kenya
77,1/1/2012,Kenya
79,2/1/2012,Kenya
79,3/1/2012,Kenya
79,4/1/2012,Kenya
78,5/1/2012,Kenya
75,6/1/2012,Kenya
74,7/1/2012,Kenya
74,8/1/2012,Kenya
77,9/1/2012,Kenya
78,10/1/2012,Kenya
77,11/1/2012,Kenya
78,12/1/2012,Kenya
77,1/1/2013,Kenya
80,2/1/2013,Kenya
81,3/1/2013,Kenya
76,4/1/2013,Kenya
78,5/1/2013,Kenya
74,6/1/2013,Kenya
75,7/1/2013,Kenya
74,8/1/2013,Kenya
78,9/1/2013,Kenya
77,10/1/2013,Kenya
78,11/1/2013,Kenya
78,12/1/2013,Kenya
78,1/1/2014,Kenya
81,2/1/2014,Kenya
80,3/1/2014,Kenya
78,4/1/2014,Kenya
78,5/1/2014,Kenya
78,6/1/2014,Kenya
76,7/1/2014,Kenya
75,8/1/2014,Kenya
76,9/1/2014,Kenya
78,10/1/2014,Kenya
77,11/1/2014,Kenya
78,12/1/2014,Kenya
77,1/1/2015,Kenya
79,2/1/2015,Kenya
79,3/1/2015,Kenya
80,4/1/2015,Kenya
77,5/1/2015,Kenya
76,6/1/2015,Kenya
76,7/1/2015,Kenya
76,8/1/2015,Kenya
77,9/1/2015,Kenya
81,10/1/2015,Kenya
77,11/1/2015,Kenya
80,12/1/2015,Kenya
54,1/1/1991,Kuwait
57,2/1/1991,Kuwait
66,3/1/1991,Kuwait
80,4/1/1991,Kuwait
87,5/1/1991,Kuwait
94,6/1/1991,Kuwait
98,7/1/1991,Kuwait
97,8/1/1991,Kuwait
91,9/1/1991,Kuwait
81,10/1/1991,Kuwait
70,11/1/1991,Kuwait
60,12/1/1991,Kuwait
50,1/1/1992,Kuwait
56,2/1/1992,Kuwait
61,3/1/1992,Kuwait
75,4/1/1992,Kuwait
86,5/1/1992,Kuwait
95,6/1/1992,Kuwait
97,7/1/1992,Kuwait
97,8/1/1992,Kuwait
92,9/1/1992,Kuwait
81,10/1/1992,Kuwait
69,11/1/1992,Kuwait
57,12/1/1992,Kuwait
52,1/1/1993,Kuwait
58,2/1/1993,Kuwait
67,3/1/1993,Kuwait
75,4/1/1993,Kuwait
87,5/1/1993,Kuwait
95,6/1/1993,Kuwait
99,7/1/1993,Kuwait
97,8/1/1993,Kuwait
92,9/1/1993,Kuwait
83,10/1/1993,Kuwait
68,11/1/1993,Kuwait
60,12/1/1993,Kuwait
59,1/1/1994,Kuwait
59,2/1/1994,Kuwait
68,3/1/1994,Kuwait
80,4/1/1994,Kuwait
89,5/1/1994,Kuwait
95,6/1/1994,Kuwait
97,7/1/1994,Kuwait
97,8/1/1994,Kuwait
92,9/1/1994,Kuwait
83,10/1/1994,Kuwait
71,11/1/1994,Kuwait
54,12/1/1994,Kuwait
57,1/1/1995,Kuwait
59,2/1/1995,Kuwait
67,3/1/1995,Kuwait
76,4/1/1995,Kuwait
89,5/1/1995,Kuwait
96,6/1/1995,Kuwait
98,7/1/1995,Kuwait
99,8/1/1995,Kuwait
90,9/1/1995,Kuwait
80,10/1/1995,Kuwait
67,11/1/1995,Kuwait
56,12/1/1995,Kuwait
56,1/1/1996,Kuwait
61,2/1/1996,Kuwait
67,3/1/1996,Kuwait
76,4/1/1996,Kuwait
91,5/1/1996,Kuwait
95,6/1/1996,Kuwait
99,7/1/1996,Kuwait
99,8/1/1996,Kuwait
93,9/1/1996,Kuwait
80,10/1/1996,Kuwait
69,11/1/1996,Kuwait
62,12/1/1996,Kuwait
57,1/1/1997,Kuwait
56,2/1/1997,Kuwait
63,3/1/1997,Kuwait
74,4/1/1997,Kuwait
88,5/1/1997,Kuwait
96,6/1/1997,Kuwait
98,7/1/1997,Kuwait
96,8/1/1997,Kuwait
92,9/1/1997,Kuwait
83,10/1/1997,Kuwait
69,11/1/1997,Kuwait
58,12/1/1997,Kuwait
54,1/1/1998,Kuwait
58,2/1/1998,Kuwait
65,3/1/1998,Kuwait
78,4/1/1998,Kuwait
90,5/1/1998,Kuwait
98,6/1/1998,Kuwait
99,7/1/1998,Kuwait
101,8/1/1998,Kuwait
94,9/1/1998,Kuwait
82,10/1/1998,Kuwait
71,11/1/1998,Kuwait
62,12/1/1998,Kuwait
57,1/1/1999,Kuwait
62,2/1/1999,Kuwait
67,3/1/1999,Kuwait
80,4/1/1999,Kuwait
92,5/1/1999,Kuwait
98,6/1/1999,Kuwait
99,7/1/1999,Kuwait
99,8/1/1999,Kuwait
95,9/1/1999,Kuwait
84,10/1/1999,Kuwait
69,11/1/1999,Kuwait
58,12/1/1999,Kuwait
55,1/1/2000,Kuwait
58,2/1/2000,Kuwait
67,3/1/2000,Kuwait
83,4/1/2000,Kuwait
92,5/1/2000,Kuwait
96,6/1/2000,Kuwait
101,7/1/2000,Kuwait
100,8/1/2000,Kuwait
91,9/1/2000,Kuwait
81,10/1/2000,Kuwait
66,11/1/2000,Kuwait
59,12/1/2000,Kuwait
54,1/1/2001,Kuwait
59,2/1/2001,Kuwait
71,3/1/2001,Kuwait
81,4/1/2001,Kuwait
91,5/1/2001,Kuwait
96,6/1/2001,Kuwait
99,7/1/2001,Kuwait
100,8/1/2001,Kuwait
93,9/1/2001,Kuwait
83,10/1/2001,Kuwait
67,11/1/2001,Kuwait
62,12/1/2001,Kuwait
55,1/1/2002,Kuwait
60,2/1/2002,Kuwait
70,3/1/2002,Kuwait
78,4/1/2002,Kuwait
91,5/1/2002,Kuwait
96,6/1/2002,Kuwait
100,7/1/2002,Kuwait
99,8/1/2002,Kuwait
93,9/1/2002,Kuwait
85,10/1/2002,Kuwait
68,11/1/2002,Kuwait
58,12/1/2002,Kuwait
56,1/1/2003,Kuwait
62,2/1/2003,Kuwait
68,3/1/2003,Kuwait
80,4/1/2003,Kuwait
91,5/1/2003,Kuwait
98,6/1/2003,Kuwait
99,7/1/2003,Kuwait
100,8/1/2003,Kuwait
93,9/1/2003,Kuwait
85,10/1/2003,Kuwait
68,11/1/2003,Kuwait
59,12/1/2003,Kuwait
59,1/1/2004,Kuwait
61,2/1/2004,Kuwait
72,3/1/2004,Kuwait
76,4/1/2004,Kuwait
89,5/1/2004,Kuwait
96,6/1/2004,Kuwait
99,7/1/2004,Kuwait
98,8/1/2004,Kuwait
92,9/1/2004,Kuwait
85,10/1/2004,Kuwait
70,11/1/2004,Kuwait
53,12/1/2004,Kuwait
54,1/1/2005,Kuwait
59,2/1/2005,Kuwait
68,3/1/2005,Kuwait
79,4/1/2005,Kuwait
89,5/1/2005,Kuwait
96,6/1/2005,Kuwait
100,7/1/2005,Kuwait
99,8/1/2005,Kuwait
92,9/1/2005,Kuwait
82,10/1/2005,Kuwait
67,11/1/2005,Kuwait
61,12/1/2005,Kuwait
56,1/1/2006,Kuwait
61,2/1/2006,Kuwait
70,3/1/2006,Kuwait
79,4/1/2006,Kuwait
91,5/1/2006,Kuwait
99,6/1/2006,Kuwait
99,7/1/2006,Kuwait
101,8/1/2006,Kuwait
91,9/1/2006,Kuwait
86,10/1/2006,Kuwait
67,11/1/2006,Kuwait
52,12/1/2006,Kuwait
52,1/1/2007,Kuwait
62,2/1/2007,Kuwait
68,3/1/2007,Kuwait
79,4/1/2007,Kuwait
92,5/1/2007,Kuwait
97,6/1/2007,Kuwait
98,7/1/2007,Kuwait
99,8/1/2007,Kuwait
93,9/1/2007,Kuwait
84,10/1/2007,Kuwait
70,11/1/2007,Kuwait
58,12/1/2007,Kuwait
50,1/1/2008,Kuwait
58,2/1/2008,Kuwait
74,3/1/2008,Kuwait
82,4/1/2008,Kuwait
91,5/1/2008,Kuwait
97,6/1/2008,Kuwait
99,7/1/2008,Kuwait
100,8/1/2008,Kuwait
94,9/1/2008,Kuwait
83,10/1/2008,Kuwait
68,11/1/2008,Kuwait
58,12/1/2008,Kuwait
54,1/1/2009,Kuwait
64,2/1/2009,Kuwait
69,3/1/2009,Kuwait
78,4/1/2009,Kuwait
92,5/1/2009,Kuwait
98,6/1/2009,Kuwait
99,7/1/2009,Kuwait
100,8/1/2009,Kuwait
93,9/1/2009,Kuwait
84,10/1/2009,Kuwait
70,11/1/2009,Kuwait
61,12/1/2009,Kuwait
61,1/1/2010,Kuwait
65,2/1/2010,Kuwait
74,3/1/2010,Kuwait
80,4/1/2010,Kuwait
91,5/1/2010,Kuwait
99,6/1/2010,Kuwait
101,7/1/2010,Kuwait
101,8/1/2010,Kuwait
96,9/1/2010,Kuwait
86,10/1/2010,Kuwait
69,11/1/2010,Kuwait
60,12/1/2010,Kuwait
57,1/1/2011,Kuwait
60,2/1/2011,Kuwait
67,3/1/2011,Kuwait
79,4/1/2011,Kuwait
92,5/1/2011,Kuwait
98,6/1/2011,Kuwait
100,7/1/2011,Kuwait
100,8/1/2011,Kuwait
94,9/1/2011,Kuwait
82,10/1/2011,Kuwait
64,11/1/2011,Kuwait
55,12/1/2011,Kuwait
55,1/1/2012,Kuwait
59,2/1/2012,Kuwait
65,3/1/2012,Kuwait
79,4/1/2012,Kuwait
93,5/1/2012,Kuwait
99,6/1/2012,Kuwait
102,7/1/2012,Kuwait
101,8/1/2012,Kuwait
93,9/1/2012,Kuwait
85,10/1/2012,Kuwait
70,11/1/2012,Kuwait
60,12/1/2012,Kuwait
57,1/1/2013,Kuwait
63,2/1/2013,Kuwait
64,3/1/2013,Kuwait
75,4/1/2013,Kuwait
87,5/1/2013,Kuwait
96,6/1/2013,Kuwait
100,7/1/2013,Kuwait
98,8/1/2013,Kuwait
92,9/1/2013,Kuwait
79,10/1/2013,Kuwait
68,11/1/2013,Kuwait
58,12/1/2013,Kuwait
54,1/1/2014,Kuwait
58,2/1/2014,Kuwait
71,3/1/2014,Kuwait
81,4/1/2014,Kuwait
91,5/1/2014,Kuwait
97,6/1/2014,Kuwait
99,7/1/2014,Kuwait
99,8/1/2014,Kuwait
93,9/1/2014,Kuwait
82,10/1/2014,Kuwait
66,11/1/2014,Kuwait
60,12/1/2014,Kuwait
56,1/1/2015,Kuwait
62,2/1/2015,Kuwait
69,3/1/2015,Kuwait
79,4/1/2015,Kuwait
91,5/1/2015,Kuwait
98,6/1/2015,Kuwait
100,7/1/2015,Kuwait
101,8/1/2015,Kuwait
94,9/1/2015,Kuwait
85,10/1/2015,Kuwait
68,11/1/2015,Kuwait
56,12/1/2015,Kuwait
45,1/1/1991,Lebanon
45,2/1/1991,Lebanon
54,3/1/1991,Lebanon
60,4/1/1991,Lebanon
63,5/1/1991,Lebanon
70,6/1/1991,Lebanon
74,7/1/1991,Lebanon
75,8/1/1991,Lebanon
73,9/1/1991,Lebanon
68,10/1/1991,Lebanon
57,11/1/1991,Lebanon
44,12/1/1991,Lebanon
40,1/1/1992,Lebanon
39,2/1/1992,Lebanon
47,3/1/1992,Lebanon
57,4/1/1992,Lebanon
63,5/1/1992,Lebanon
70,6/1/1992,Lebanon
73,7/1/1992,Lebanon
77,8/1/1992,Lebanon
71,9/1/1992,Lebanon
68,10/1/1992,Lebanon
55,11/1/1992,Lebanon
42,12/1/1992,Lebanon
42,1/1/1993,Lebanon
43,2/1/1993,Lebanon
51,3/1/1993,Lebanon
59,4/1/1993,Lebanon
61,5/1/1993,Lebanon
74,6/1/1993,Lebanon
76,7/1/1993,Lebanon
77,8/1/1993,Lebanon
72,9/1/1993,Lebanon
69,10/1/1993,Lebanon
52,11/1/1993,Lebanon
48,12/1/1993,Lebanon
49,1/1/1994,Lebanon
46,2/1/1994,Lebanon
50,3/1/1994,Lebanon
62,4/1/1994,Lebanon
67,5/1/1994,Lebanon
71,6/1/1994,Lebanon
74,7/1/1994,Lebanon
77,8/1/1994,Lebanon
76,9/1/1994,Lebanon
71,10/1/1994,Lebanon
56,11/1/1994,Lebanon
43,12/1/1994,Lebanon
46,1/1/1995,Lebanon
47,2/1/1995,Lebanon
51,3/1/1995,Lebanon
57,4/1/1995,Lebanon
67,5/1/1995,Lebanon
73,6/1/1995,Lebanon
75,7/1/1995,Lebanon
78,8/1/1995,Lebanon
72,9/1/1995,Lebanon
65,10/1/1995,Lebanon
53,11/1/1995,Lebanon
46,12/1/1995,Lebanon
45,1/1/1996,Lebanon
48,2/1/1996,Lebanon
50,3/1/1996,Lebanon
57,4/1/1996,Lebanon
68,5/1/1996,Lebanon
72,6/1/1996,Lebanon
77,7/1/1996,Lebanon
77,8/1/1996,Lebanon
73,9/1/1996,Lebanon
64,10/1/1996,Lebanon
56,11/1/1996,Lebanon
52,12/1/1996,Lebanon
47,1/1/1997,Lebanon
41,2/1/1997,Lebanon
46,3/1/1997,Lebanon
55,4/1/1997,Lebanon
67,5/1/1997,Lebanon
71,6/1/1997,Lebanon
77,7/1/1997,Lebanon
73,8/1/1997,Lebanon
71,9/1/1997,Lebanon
67,10/1/1997,Lebanon
56,11/1/1997,Lebanon
49,12/1/1997,Lebanon
44,1/1/1998,Lebanon
46,2/1/1998,Lebanon
50,3/1/1998,Lebanon
61,4/1/1998,Lebanon
66,5/1/1998,Lebanon
72,6/1/1998,Lebanon
77,7/1/1998,Lebanon
80,8/1/1998,Lebanon
74,9/1/1998,Lebanon
68,10/1/1998,Lebanon
61,11/1/1998,Lebanon
52,12/1/1998,Lebanon
47,1/1/1999,Lebanon
48,2/1/1999,Lebanon
52,3/1/1999,Lebanon
60,4/1/1999,Lebanon
68,5/1/1999,Lebanon
73,6/1/1999,Lebanon
77,7/1/1999,Lebanon
78,8/1/1999,Lebanon
74,9/1/1999,Lebanon
67,10/1/1999,Lebanon
56,11/1/1999,Lebanon
49,12/1/1999,Lebanon
43,1/1/2000,Lebanon
45,2/1/2000,Lebanon
49,3/1/2000,Lebanon
60,4/1/2000,Lebanon
65,5/1/2000,Lebanon
74,6/1/2000,Lebanon
80,7/1/2000,Lebanon
79,8/1/2000,Lebanon
74,9/1/2000,Lebanon
65,10/1/2000,Lebanon
55,11/1/2000,Lebanon
48,12/1/2000,Lebanon
47,1/1/2001,Lebanon
48,2/1/2001,Lebanon
57,3/1/2001,Lebanon
61,4/1/2001,Lebanon
67,5/1/2001,Lebanon
74,6/1/2001,Lebanon
78,7/1/2001,Lebanon
79,8/1/2001,Lebanon
74,9/1/2001,Lebanon
68,10/1/2001,Lebanon
55,11/1/2001,Lebanon
51,12/1/2001,Lebanon
43,1/1/2002,Lebanon
51,2/1/2002,Lebanon
54,3/1/2002,Lebanon
58,4/1/2002,Lebanon
65,5/1/2002,Lebanon
73,6/1/2002,Lebanon
79,7/1/2002,Lebanon
77,8/1/2002,Lebanon
74,9/1/2002,Lebanon
69,10/1/2002,Lebanon
54,11/1/2002,Lebanon
46,12/1/2002,Lebanon
49,1/1/2003,Lebanon
45,2/1/2003,Lebanon
49,3/1/2003,Lebanon
59,4/1/2003,Lebanon
71,5/1/2003,Lebanon
73,6/1/2003,Lebanon
77,7/1/2003,Lebanon
79,8/1/2003,Lebanon
73,9/1/2003,Lebanon
69,10/1/2003,Lebanon
57,11/1/2003,Lebanon
48,12/1/2003,Lebanon
46,1/1/2004,Lebanon
46,2/1/2004,Lebanon
54,3/1/2004,Lebanon
58,4/1/2004,Lebanon
66,5/1/2004,Lebanon
71,6/1/2004,Lebanon
78,7/1/2004,Lebanon
76,8/1/2004,Lebanon
73,9/1/2004,Lebanon
69,10/1/2004,Lebanon
57,11/1/2004,Lebanon
44,12/1/2004,Lebanon
46,1/1/2005,Lebanon
46,2/1/2005,Lebanon
53,3/1/2005,Lebanon
60,4/1/2005,Lebanon
66,5/1/2005,Lebanon
72,6/1/2005,Lebanon
77,7/1/2005,Lebanon
77,8/1/2005,Lebanon
72,9/1/2005,Lebanon
64,10/1/2005,Lebanon
53,11/1/2005,Lebanon
51,12/1/2005,Lebanon
45,1/1/2006,Lebanon
48,2/1/2006,Lebanon
51,3/1/2006,Lebanon
59,4/1/2006,Lebanon
64,5/1/2006,Lebanon
73,6/1/2006,Lebanon
74,7/1/2006,Lebanon
78,8/1/2006,Lebanon
73,9/1/2006,Lebanon
66,10/1/2006,Lebanon
52,11/1/2006,Lebanon
46,12/1/2006,Lebanon
44,1/1/2007,Lebanon
47,2/1/2007,Lebanon
50,3/1/2007,Lebanon
55,4/1/2007,Lebanon
67,5/1/2007,Lebanon
73,6/1/2007,Lebanon
77,7/1/2007,Lebanon
77,8/1/2007,Lebanon
73,9/1/2007,Lebanon
67,10/1/2007,Lebanon
57,11/1/2007,Lebanon
47,12/1/2007,Lebanon
40,1/1/2008,Lebanon
45,2/1/2008,Lebanon
58,3/1/2008,Lebanon
62,4/1/2008,Lebanon
63,5/1/2008,Lebanon
74,6/1/2008,Lebanon
77,7/1/2008,Lebanon
78,8/1/2008,Lebanon
74,9/1/2008,Lebanon
66,10/1/2008,Lebanon
57,11/1/2008,Lebanon
47,12/1/2008,Lebanon
45,1/1/2009,Lebanon
48,2/1/2009,Lebanon
50,3/1/2009,Lebanon
59,4/1/2009,Lebanon
65,5/1/2009,Lebanon
75,6/1/2009,Lebanon
77,7/1/2009,Lebanon
77,8/1/2009,Lebanon
72,9/1/2009,Lebanon
69,10/1/2009,Lebanon
54,11/1/2009,Lebanon
51,12/1/2009,Lebanon
50,1/1/2010,Lebanon
50,2/1/2010,Lebanon
56,3/1/2010,Lebanon
61,4/1/2010,Lebanon
67,5/1/2010,Lebanon
73,6/1/2010,Lebanon
77,7/1/2010,Lebanon
80,8/1/2010,Lebanon
76,9/1/2010,Lebanon
70,10/1/2010,Lebanon
61,11/1/2010,Lebanon
51,12/1/2010,Lebanon
47,1/1/2011,Lebanon
48,2/1/2011,Lebanon
51,3/1/2011,Lebanon
57,4/1/2011,Lebanon
64,5/1/2011,Lebanon
71,6/1/2011,Lebanon
78,7/1/2011,Lebanon
77,8/1/2011,Lebanon
74,9/1/2011,Lebanon
64,10/1/2011,Lebanon
49,11/1/2011,Lebanon
46,12/1/2011,Lebanon
44,1/1/2012,Lebanon
44,2/1/2012,Lebanon
48,3/1/2012,Lebanon
61,4/1/2012,Lebanon
67,5/1/2012,Lebanon
75,6/1/2012,Lebanon
79,7/1/2012,Lebanon
77,8/1/2012,Lebanon
75,9/1/2012,Lebanon
68,10/1/2012,Lebanon
58,11/1/2012,Lebanon
49,12/1/2012,Lebanon
46,1/1/2013,Lebanon
50,2/1/2013,Lebanon
54,3/1/2013,Lebanon
58,4/1/2013,Lebanon
67,5/1/2013,Lebanon
71,6/1/2013,Lebanon
73,7/1/2013,Lebanon
76,8/1/2013,Lebanon
70,9/1/2013,Lebanon
63,10/1/2013,Lebanon
59,11/1/2013,Lebanon
45,12/1/2013,Lebanon
49,1/1/2014,Lebanon
50,2/1/2014,Lebanon
55,3/1/2014,Lebanon
62,4/1/2014,Lebanon
66,5/1/2014,Lebanon
71,6/1/2014,Lebanon
75,7/1/2014,Lebanon
77,8/1/2014,Lebanon
70,9/1/2014,Lebanon
64,10/1/2014,Lebanon
54,11/1/2014,Lebanon
51,12/1/2014,Lebanon
45,1/1/2015,Lebanon
47,2/1/2015,Lebanon
54,3/1/2015,Lebanon
56,4/1/2015,Lebanon
66,5/1/2015,Lebanon
68,6/1/2015,Lebanon
76,7/1/2015,Lebanon
78,8/1/2015,Lebanon
76,9/1/2015,Lebanon
68,10/1/2015,Lebanon
56,11/1/2015,Lebanon
47,12/1/2015,Lebanon
78,1/1/1991,Liberia
80,2/1/1991,Liberia
80,3/1/1991,Liberia
79,4/1/1991,Liberia
79,5/1/1991,Liberia
79,6/1/1991,Liberia
76,7/1/1991,Liberia
75,8/1/1991,Liberia
77,9/1/1991,Liberia
77,10/1/1991,Liberia
78,11/1/1991,Liberia
78,12/1/1991,Liberia
77,1/1/1992,Liberia
79,2/1/1992,Liberia
80,3/1/1992,Liberia
80,4/1/1992,Liberia
78,5/1/1992,Liberia
77,6/1/1992,Liberia
75,7/1/1992,Liberia
75,8/1/1992,Liberia
77,9/1/1992,Liberia
78,10/1/1992,Liberia
77,11/1/1992,Liberia
79,12/1/1992,Liberia
77,1/1/1993,Liberia
79,2/1/1993,Liberia
79,3/1/1993,Liberia
79,4/1/1993,Liberia
78,5/1/1993,Liberia
78,6/1/1993,Liberia
75,7/1/1993,Liberia
76,8/1/1993,Liberia
77,9/1/1993,Liberia
78,10/1/1993,Liberia
78,11/1/1993,Liberia
78,12/1/1993,Liberia
78,1/1/1994,Liberia
79,2/1/1994,Liberia
80,3/1/1994,Liberia
80,4/1/1994,Liberia
79,5/1/1994,Liberia
78,6/1/1994,Liberia
75,7/1/1994,Liberia
75,8/1/1994,Liberia
76,9/1/1994,Liberia
77,10/1/1994,Liberia
78,11/1/1994,Liberia
76,12/1/1994,Liberia
76,1/1/1995,Liberia
78,2/1/1995,Liberia
80,3/1/1995,Liberia
80,4/1/1995,Liberia
80,5/1/1995,Liberia
78,6/1/1995,Liberia
76,7/1/1995,Liberia
76,8/1/1995,Liberia
77,9/1/1995,Liberia
78,10/1/1995,Liberia
79,11/1/1995,Liberia
76,12/1/1995,Liberia
78,1/1/1996,Liberia
79,2/1/1996,Liberia
79,3/1/1996,Liberia
80,4/1/1996,Liberia
80,5/1/1996,Liberia
78,6/1/1996,Liberia
76,7/1/1996,Liberia
76,8/1/1996,Liberia
77,9/1/1996,Liberia
78,10/1/1996,Liberia
79,11/1/1996,Liberia
78,12/1/1996,Liberia
79,1/1/1997,Liberia
78,2/1/1997,Liberia
81,3/1/1997,Liberia
79,4/1/1997,Liberia
79,5/1/1997,Liberia
77,6/1/1997,Liberia
76,7/1/1997,Liberia
76,8/1/1997,Liberia
77,9/1/1997,Liberia
79,10/1/1997,Liberia
79,11/1/1997,Liberia
78,12/1/1997,Liberia
78,1/1/1998,Liberia
82,2/1/1998,Liberia
83,3/1/1998,Liberia
82,4/1/1998,Liberia
80,5/1/1998,Liberia
79,6/1/1998,Liberia
77,7/1/1998,Liberia
76,8/1/1998,Liberia
77,9/1/1998,Liberia
78,10/1/1998,Liberia
79,11/1/1998,Liberia
78,12/1/1998,Liberia
78,1/1/1999,Liberia
78,2/1/1999,Liberia
80,3/1/1999,Liberia
79,4/1/1999,Liberia
80,5/1/1999,Liberia
78,6/1/1999,Liberia
77,7/1/1999,Liberia
76,8/1/1999,Liberia
77,9/1/1999,Liberia
77,10/1/1999,Liberia
79,11/1/1999,Liberia
78,12/1/1999,Liberia
79,1/1/2000,Liberia
78,2/1/2000,Liberia
80,3/1/2000,Liberia
80,4/1/2000,Liberia
79,5/1/2000,Liberia
78,6/1/2000,Liberia
76,7/1/2000,Liberia
76,8/1/2000,Liberia
76,9/1/2000,Liberia
77,10/1/2000,Liberia
79,11/1/2000,Liberia
77,12/1/2000,Liberia
77,1/1/2001,Liberia
78,2/1/2001,Liberia
81,3/1/2001,Liberia
80,4/1/2001,Liberia
79,5/1/2001,Liberia
78,6/1/2001,Liberia
75,7/1/2001,Liberia
75,8/1/2001,Liberia
76,9/1/2001,Liberia
79,10/1/2001,Liberia
79,11/1/2001,Liberia
77,12/1/2001,Liberia
78,1/1/2002,Liberia
79,2/1/2002,Liberia
80,3/1/2002,Liberia
80,4/1/2002,Liberia
80,5/1/2002,Liberia
78,6/1/2002,Liberia
76,7/1/2002,Liberia
76,8/1/2002,Liberia
77,9/1/2002,Liberia
77,10/1/2002,Liberia
78,11/1/2002,Liberia
78,12/1/2002,Liberia
78,1/1/2003,Liberia
80,2/1/2003,Liberia
81,3/1/2003,Liberia
80,4/1/2003,Liberia
80,5/1/2003,Liberia
78,6/1/2003,Liberia
76,7/1/2003,Liberia
76,8/1/2003,Liberia
76,9/1/2003,Liberia
79,10/1/2003,Liberia
79,11/1/2003,Liberia
79,12/1/2003,Liberia
78,1/1/2004,Liberia
80,2/1/2004,Liberia
81,3/1/2004,Liberia
80,4/1/2004,Liberia
80,5/1/2004,Liberia
77,6/1/2004,Liberia
76,7/1/2004,Liberia
76,8/1/2004,Liberia
77,9/1/2004,Liberia
79,10/1/2004,Liberia
79,11/1/2004,Liberia
80,12/1/2004,Liberia
79,1/1/2005,Liberia
81,2/1/2005,Liberia
82,3/1/2005,Liberia
80,4/1/2005,Liberia
80,5/1/2005,Liberia
79,6/1/2005,Liberia
76,7/1/2005,Liberia
76,8/1/2005,Liberia
78,9/1/2005,Liberia
79,10/1/2005,Liberia
79,11/1/2005,Liberia
79,12/1/2005,Liberia
78,1/1/2006,Liberia
80,2/1/2006,Liberia
80,3/1/2006,Liberia
80,4/1/2006,Liberia
79,5/1/2006,Liberia
79,6/1/2006,Liberia
77,7/1/2006,Liberia
76,8/1/2006,Liberia
77,9/1/2006,Liberia
78,10/1/2006,Liberia
79,11/1/2006,Liberia
78,12/1/2006,Liberia
78,1/1/2007,Liberia
80,2/1/2007,Liberia
81,3/1/2007,Liberia
80,4/1/2007,Liberia
80,5/1/2007,Liberia
78,6/1/2007,Liberia
76,7/1/2007,Liberia
75,8/1/2007,Liberia
77,9/1/2007,Liberia
78,10/1/2007,Liberia
79,11/1/2007,Liberia
78,12/1/2007,Liberia
76,1/1/2008,Liberia
79,2/1/2008,Liberia
81,3/1/2008,Liberia
79,4/1/2008,Liberia
79,5/1/2008,Liberia
77,6/1/2008,Liberia
75,7/1/2008,Liberia
75,8/1/2008,Liberia
76,9/1/2008,Liberia
76,10/1/2008,Liberia
78,11/1/2008,Liberia
77,12/1/2008,Liberia
77,1/1/2009,Liberia
80,2/1/2009,Liberia
81,3/1/2009,Liberia
80,4/1/2009,Liberia
79,5/1/2009,Liberia
78,6/1/2009,Liberia
76,7/1/2009,Liberia
75,8/1/2009,Liberia
76,9/1/2009,Liberia
77,10/1/2009,Liberia
78,11/1/2009,Liberia
79,12/1/2009,Liberia
79,1/1/2010,Liberia
81,2/1/2010,Liberia
82,3/1/2010,Liberia
82,4/1/2010,Liberia
80,5/1/2010,Liberia
78,6/1/2010,Liberia
76,7/1/2010,Liberia
76,8/1/2010,Liberia
77,9/1/2010,Liberia
78,10/1/2010,Liberia
79,11/1/2010,Liberia
77,12/1/2010,Liberia
78,1/1/2011,Liberia
79,2/1/2011,Liberia
81,3/1/2011,Liberia
80,4/1/2011,Liberia
